iter	Passed	Remaining
1677	11433	2194
1678	11440	2187
1679	11447	2180
1680	11454	2173
1681	11461	2166
1682	11468	2160
1683	11475	2153
1684	11481	2146
1685	11489	2139
1686	11496	2132
1687	11502	2126
1688	11509	2119
1689	11516	2112
1690	11522	2105
1691	11529	2098
1692	11536	2091
1693	11542	2085
1694	11549	2078
1695	11556	2071
1696	11563	2064
1697	11569	2057
1698	11576	2050
1699	11583	2044
1700	11590	2037
1701	11596	2030
1702	11603	2023
1703	11610	2016
1704	11616	2009
1705	11626	2003
1706	11633	1996
1707	11640	1989
1708	11646	1983
1709	11653	1976
1710	11660	1969
1711	11667	1962
1712	11674	1955
1713	11681	1949
1714	11688	1942
1715	11694	1935
1716	11701	1928
1717	11708	1921
1718	11714	1914
1719	11721	1908
1720	11728	1901
1721	11735	1894
1722	11742	1887
1723	11749	1880
1724	11755	1874
1725	11762	1867
1726	11769	1860
1727	11775	1853
1728	11782	1846
1729	11791	1840
1730	11798	1833
1731	11805	1826
1732	11812	1819
1733	11818	1812
1734	11825	1806
1735	11831	1799
1736	11838	1792
1737	11844	1785
1738	11851	1778
1739	11858	1771
1740	11865	1765
1741	11871	1758
1742	11878	1751
1743	11885	1744
1744	11892	1737
1745	11899	1731
1746	11906	1724
1747	11913	1717
1748	11920	1710
1749	11927	1703
1750	11933	1697
1751	11940	1690
1752	11947	1683
1753	11953	1676
1754	11960	1669
1755	11966	1662
1756	11974	1656
1757	11981	1649
1758	11988	1642
1759	11995	1635
1760	12001	1628
1761	12008	1622
1762	12015	1615
1763	12022	1608
1764	12028	1601
1765	12035	1594
1766	12042	1587
1767	12048	1581
1768	12055	1574
1769	12061	1567
1770	12071	1560
1771	12077	1554
1772	12084	1547
1773	12090	1540
1774	12097	1533
1775	12103	1526
1776	12110	1519
1777	12116	1512
1778	12123	1506
1779	12130	1499
1780	12136	1492
1781	12143	1485
1782	12150	1478
1783	12157	1471
1784	12164	1465
1785	12171	1458
1786	12178	1451
1787	12185	1444
1788	12192	1438
1789	12199	1431
1790	12206	1424
1791	12212	1417
1792	12219	1410
1793	12226	1403
1794	12233	1397
1795	12240	1390
1796	12247	1383
1797	12255	1376
1798	12262	1370
1799	12268	1363
1800	12278	1356
1801	12285	1349
1802	12292	1343
1803	12299	1336
1804	12305	1329
1805	12312	1322
1806	12319	1315
1807	12326	1309
1808	12333	1302
1809	12340	1295
1810	12347	1288
1811	12354	1281
1812	12361	1275
1813	12369	1268
1814	12375	1261
1815	12383	1254
1816	12390	1247
1817	12397	1241
1818	12404	1234
1819	12410	1227
1820	12417	1220
1821	12424	1213
1822	12431	1207
1823	12439	1200
1824	12445	1193
1825	12452	1186
1826	12459	1179
1827	12466	1172
1828	12473	1166
1829	12480	1159
1830	12486	1152
1831	12493	1145
1832	12501	1138
1833	12507	1132
1834	12514	1125
1835	12521	1118
1836	12528	1111
1837	12535	1104
1838	12542	1098
1839	12549	1091
1840	12555	1084
1841	12562	1077
1842	12570	1070
1843	12577	1064
1844	12584	1057
1845	12590	1050
1846	12597	1043
1847	12604	1036
1848	12611	1029
1849	12618	1023
1850	12626	1016
1851	12635	1009
1852	12641	1002
1853	12648	996
1854	12655	989
1855	12662	982
1856	12668	975
1857	12675	968
1858	12681	961
1859	12687	955
1860	12695	948
1861	12701	941
1862	12708	934
1863	12715	927
1864	12722	920
1865	12728	914
1866	12735	907
1867	12741	900
1868	12748	893
1869	12754	886
1870	12764	880
1871	12771	873
1872	12778	866
1873	12784	859
1874	12790	852
1875	12797	845
1876	12803	839
1877	12811	832
1878	12817	825
1879	12824	818
1880	12831	811
1881	12837	804
1882	12844	798
1883	12851	791
1884	12857	784
1885	12863	777
1886	12870	770
1887	12877	763
1888	12884	757
1889	12890	750
1890	12896	743
1891	12903	736
1892	12909	729
1893	12915	722
1894	12922	716
1895	12928	709
1896	12935	702
1897	12942	695
1898	12949	688
1899	12956	681
1900	12962	675
1901	12969	668
1902	12976	661
1903	12982	654
1904	12989	647
1905	12996	640
1906	13003	634
1907	13010	627
1908	13017	620
1909	13023	613
1910	13030	606
1911	13036	600
1912	13043	593
1913	13050	586
1914	13056	579
1915	13063	572
1916	13069	565
1917	13076	559
1918	13083	552
1919	13090	545
1920	13096	538
1921	13103	531
1922	13109	524
1923	13115	518
1924	13122	511
1925	13128	504
1926	13135	497
1927	13141	490
1928	13147	483
1929	13154	477
1930	13160	470
1931	13167	463
1932	13173	456
1933	13180	449
1934	13186	442
1935	13193	436
1936	13199	429
1937	13205	422
1938	13212	415
1939	13219	408
1940	13225	402
1941	13232	395
1942	13239	388
1943	13245	381
1944	13252	374
1945	13259	367
1946	13265	361
1947	13272	354
1948	13279	347
1949	13286	340
1950	13292	333
1951	13299	327
1952	13306	320
1953	13313	313
1954	13319	306
1955	13326	299
1956	13332	292
1957	13339	286
1958	13346	279
1959	13353	272
1960	13360	265
1961	13366	258
1962	13373	252
1963	13380	245
1964	13387	238
1965	13393	231
1966	13400	224
1967	13406	217
1968	13413	211
1969	13420	204
1970	13426	197
1971	13432	190
1972	13439	183
1973	13445	177
1974	13451	170
1975	13458	163
1976	13464	156
1977	13471	149
1978	13478	143
1979	13485	136
1980	13492	129
1981	13498	122
1982	13504	115
1983	13511	108
1984	13517	102
1985	13524	95
1986	13534	88
1987	13542	81
1988	13548	74
1989	13554	68
1990	13561	61
1991	13568	54
1992	13574	47
1993	13581	40
1994	13588	34
1995	13594	27
1996	13600	20
1997	13607	13
1998	13614	6
1999	13620	0
